predicate_raw,memories,relation_type,arity,similarity
energy_source,1,other,unknown,0.289
energy_routine,1,routine,single,0.498
energy_levels,1,other,unknown,0.159
energy_chew_brand,1,other,unknown,0.194
energy_bar_recommendations,1,recommended,speech,0.267
employment_start,1,works_at,single,0.429
employer,1,works_at,single,0.645
emma_profile,1,other,unknown,0.231
email_address,1,other,unknown,0.224
elsie_interests,1,other,unknown,0.202
elsie_gpa,1,other,unknown,0.176
elsie_education,1,other,unknown,0.245
element_naming_criteria,1,other,unknown,0.176
electronics_purchases,1,acquired,set,0.385
electronics_purchase,1,acquired,set,0.336
ego_vehicle_name,1,drives,single,0.465
educational_content_watched,1,watched,set,0.515
educational_content_consumed,1,studies,single,0.399
educational_activity,1,studies,single,0.502
education_recommendation,1,recommended,speech,0.465
education_progress,1,other,unknown,0.344
education_program,1,studies,single,0.359
education_plans,1,planned_event,event,0.378
education_milestone,1,milestone,event,0.682
education_application,1,studies,single,0.361
edm_festivals,1,attended,set,0.433
economic_programs,1,financial_activity,set,0.410
ecommerce_platform,1,other,unknown,0.297
ecommerce_plan,1,planned_event,event,0.262
ecology_fact,1,other,unknown,0.297
eco_trash_bag_retailers,1,other,unknown,0.216
eco_trash_bag_brands,1,other,unknown,0.259
eco_laundry_detergent_brands,1,other,unknown,0.202
eco_friendly_shopping_sources,1,other,unknown,0.240
eco_cleaning_products,1,other,unknown,0.207
eco_cleaning_brands,1,other,unknown,0.213
ebook_project,1,read,set,0.410
earbud_specs,1,other,unknown,0.177
dvd_collection,1,owns,set,0.366
durres_program_participation,1,other,unknown,0.286
durres_environmental_issue,1,other,unknown,0.178
dry_cleaning_history,1,event_occurred,event,0.228
drumsticks,1,other,unknown,0.223
drum_books,1,other,unknown,0.271
driving_school_recommendation,1,recommended,speech,0.334
drivers_license_update_date,1,other,unknown,0.251
dried_fruit_leather_brand,1,other,unknown,0.207
dresser_materials,1,other,unknown,0.291
dresser_hardware,1,other,unknown,0.252
dress_silhouette_recommendation,1,recommended,speech,0.276
dress_shoes,1,other,unknown,0.195
drag_race_personal_best,1,other,unknown,0.244
dr_minkoff_profile,1,other,unknown,0.195
dr_minkoff_business,1,other,unknown,0.171
dr_minkoff_achievements,1,other,unknown,0.216
dotonbori_restaurants,1,ate_at,set,0.393
door_puzzle_components,1,other,unknown,0.170
donor_segmentation_advice,1,recommended,speech,0.161
donor_outreach_strategy,1,other,unknown,0.232
donations,1,other,unknown,0.312
donation_plans,1,planned_event,event,0.343
domain_name,1,other,unknown,0.224
doll_collection_size,1,other,unknown,0.272
dog_walker,1,owns_pet,single,0.387
dog_treat_recommendation,1,recommended,speech,0.359
dog_training,1,other,unknown,0.281
dog_toy_recommendation,1,recommended,speech,0.389
documentation_generator,1,other,unknown,0.309
documentary_viewing_habit,1,routine,single,0.586
documentary_platform,1,other,unknown,0.304
documentary_availability,1,watched,set,0.426
do_not_disturb_schedule,1,routine,single,0.321
dnd_tips_source,1,other,unknown,0.235
dnd_party,1,other,unknown,0.253
dnd_character_stats,1,other,unknown,0.215
dnd_character_ability,1,other,unknown,0.167
dnd_character,1,other,unknown,0.161
dnd_campaign,1,other,unknown,0.207
diy_projects,1,other,unknown,0.305
diy_project,1,other,unknown,0.278
diving_spots,1,other,unknown,0.176
distraction_blocker_recommendation,1,recommended,speech,0.365
disposals,1,other,unknown,0.286
display_location,1,lives_in,single,0.383
display_case_security,1,other,unknown,0.158
display_case_retailers,1,other,unknown,0.215
display_case_features,1,other,unknown,0.162
display_case,1,other,unknown,0.143
disneyland_recommendations,1,recommended,speech,0.296
disliked_foods,1,avoids,single,0.435
discussion_tools,1,uses_tool,single,0.465
discounts,1,other,unknown,0.241
discount_codes,1,other,unknown,0.179
director_bankruptcy_status,1,other,unknown,0.224
diorama_projects,1,other,unknown,0.248
dinner_time_allotment,1,ate_at,set,0.404
dinner_schedule,1,routine,single,0.446
dinner_recommendations,1,recommended,speech,0.383
dinner_recommendation,1,recommended,speech,0.392
dinner_party_seating,1,other,unknown,0.343
dinner_party_plans,1,planned_event,event,0.377
dinner_party_outfit,1,other,unknown,0.262
dinner_party_music,1,other,unknown,0.277
dinner_party_icebreaker,1,other,unknown,0.242
dinner_party_guests,1,other,unknown,0.321
dinner_party_activities,1,other,unknown,0.327
dining_table,1,ate_at,set,0.437
dining_room_light_bulb,1,other,unknown,0.181
dining_room_light,1,other,unknown,0.240
dining_room_lamp_retailers,1,other,unknown,0.254
dining_reservations,1,ate_at,set,0.527
dining_recommendations,1,recommended,speech,0.490
dining_preferences,1,ate_at,set,0.523
dining_interest,1,ate_at,set,0.454
dining_habits,1,ate_at,set,0.533
dining_choice,1,ate_at,set,0.552
dining_budget,1,financial_activity,set,0.381
dining_atmosphere_preference,1,ate_at,set,0.419
digital_whiteboarding_recommendations,1,recommended,speech,0.215
digital_piano_interest,1,other,unknown,0.293
digital_organization,1,works_at,single,0.388
digital_habits,1,other,unknown,0.325
digital_detox_activities,1,other,unknown,0.286
digital_assets,1,owns,set,0.407
dietary_routine,1,routine,single,0.496
dietary_restrictions,1,dietary_rule,single,0.694
dietary_experiment,1,dietary_rule,single,0.505
dietary_dabbling,1,dietary_rule,single,0.414
dietary_advice,1,recommended,speech,0.533
diet_tracking_app,1,dietary_rule,single,0.367
diet_plan,1,planned_event,event,0.424
diagnosis_date,1,health_status,single,0.367
devotional_reading,1,read,set,0.537
device_status,1,health_status,single,0.389
device_settings,1,other,unknown,0.200
device_features,1,other,unknown,0.308
dev_stack,1,other,unknown,0.252
dessert_recommendations,1,recommended,speech,0.361
desktop_replacement_plan,1,planned_event,event,0.177
desktop_environment_recommendation,1,recommended,speech,0.303
desk_accessories,1,other,unknown,0.259
design_tools,1,uses_tool,single,0.545
design_software,1,uses_tool,single,0.372
design_projects,1,other,unknown,0.272
design_project,1,other,unknown,0.259
design_palette,1,other,unknown,0.167
dermelect_target_influencers,1,other,unknown,0.282
dermelect_suggested_influencers,1,recommended,speech,0.410
dermelect_influencer_preference,1,prefers,single,0.458
dermelect_compensation_methods,1,other,unknown,0.077
dermelect_bonus_structure,1,other,unknown,0.129
deployment_tools,1,uses_tool,single,0.523
deployment_plan,1,planned_event,event,0.251
departure_time,1,other,unknown,0.333
deodorant_recommendations,1,recommended,speech,0.314
demographics_ewell,1,other,unknown,0.266
delivery_schedule,1,routine,single,0.366
delft_cafe_restaurant,1,ate_at,set,0.391
delft_attraction,1,other,unknown,0.174
decorating_plan,1,planned_event,event,0.315
decorating_budget,1,financial_activity,set,0.405
decor_search,1,other,unknown,0.157
decor_recommendations,1,recommended,speech,0.376
decor_project,1,other,unknown,0.234
decor_plants,1,grows,set,0.509
decor_advice,1,recommended,speech,0.262
decluttering_activities,1,other,unknown,0.290
debt_status,1,other,unknown,0.337
deadlift_technique,1,other,unknown,0.201
dca_tools,1,uses_tool,single,0.413
day_trip_schedule,1,routine,single,0.323
daw_software,1,uses_tool,single,0.356
daughter_interests,1,other,unknown,0.232
dating_status,1,relationship_status,single,0.578
datasets,1,other,unknown,0.214
dataset_schema,1,other,unknown,0.185
dataset_analysis,1,other,unknown,0.222
dataset,1,other,unknown,0.206
database,1,other,unknown,0.225
data_visualization_tool,1,uses_tool,single,0.372
data_visualization_recommendation,1,recommended,speech,0.356
data_transformation_task,1,other,unknown,0.279
data_structures_courses,1,other,unknown,0.345
data_sources,1,other,unknown,0.279
data_science_resource_recommendation,1,recommended,speech,0.389
data_schema,1,other,unknown,0.204
data_project,1,other,unknown,0.263
data_logger,1,other,unknown,0.246
data_format,1,other,unknown,0.144
data_fields,1,other,unknown,0.162
data_backup_plan,1,planned_event,event,0.172
data_analysis_courses,1,studies,single,0.378
dapp_project,1,other,unknown,0.287
dance_workshops_attended,1,attended,set,0.416
dance_tutorials_source,1,other,unknown,0.159
dance_skills,1,other,unknown,0.318
dance_recommendation,1,recommended,speech,0.297
dance_partners,1,other,unknown,0.291
dance_partner,1,other,unknown,0.304
dance_learning,1,other,unknown,0.313
dance_experience,1,other,unknown,0.267
dance_events,1,event_occurred,event,0.387
dance_club_plans,1,planned_event,event,0.338
dance_club_instructors,1,other,unknown,0.245
daily_water_intake,1,other,unknown,0.281
daily_steps,1,routine,single,0.479
daily_step_goal,1,current_goal,single,0.512
daily_step_count,1,routine,single,0.355
daily_schedule_goals,1,current_goal,single,0.528
daily_savings,1,financial_activity,set,0.499
daily_practices,1,routine,single,0.484
daily_plans,1,planned_event,event,0.562
daily_essentials_bag,1,other,unknown,0.262
daily_cooking_time,1,cooked,set,0.461
daily_available_hours,1,routine,single,0.388
cyprus_governance_laws,1,other,unknown,0.214
cyprus_governance_institutions,1,other,unknown,0.174
cycling_trail_recommendations,1,recommended,speech,0.302
cycling_playlist_recommendation,1,recommended,speech,0.388
cycling_plans,1,planned_event,event,0.362
cycling_paths,1,visited,set,0.382
cycling_history,1,event_occurred,event,0.302
cycling_energy_gel,1,other,unknown,0.179
cycling_energy_chew,1,other,unknown,0.257
cycling_energy_bar,1,other,unknown,0.203
cycling_computer,1,other,unknown,0.254
cycling_cereal_bar,1,other,unknown,0.231
customer_service_training_topics,1,other,unknown,0.347
customer_service_software,1,used_service,set,0.490
customer_acquisition_cost,1,acquired,set,0.416
custom_phone_case_recommendations,1,recommended,speech,0.194
custom_mug_recommendations,1,recommended,speech,0.292
custom_mug_provider,1,other,unknown,0.235
custom_math_rule,1,other,unknown,0.293
currently_watching,1,watched,set,0.532
current_tv_show,1,watched,set,0.408
current_topic,1,current_goal,single,0.359
current_tasks,1,current_goal,single,0.500
current_series,1,other,unknown,0.217
current_painting,1,other,unknown,0.225
current_model_project,1,current_goal,single,0.370
current_employer,1,works_at,single,0.541
current_education,1,studies,single,0.386
current_book,1,read,set,0.420
current_bag,1,other,unknown,0.282
current_audiobook,1,other,unknown,0.315
current_activities,1,practises_hobby,set,0.483
current_accommodation,1,lives_in,single,0.397
cultural_recommendation,1,recommended,speech,0.427
cultural_interest,1,other,unknown,0.349
cultural_heritage,1,other,unknown,0.326
cultural_background,1,other,unknown,0.310
csa_subscription,1,used_service,set,0.420
cryo_status,1,other,unknown,0.282
cruise_spa_treatments,1,other,unknown,0.188
cruise_itinerary,1,visited,set,0.436
crochet_schedule,1,routine,single,0.303
crochet_project,1,other,unknown,0.192
credit_status,1,other,unknown,0.345
credit_score,1,other,unknown,0.130
credit_cards,1,other,unknown,0.304
credit_card_recommendations,1,recommended,speech,0.309
credit_card,1,other,unknown,0.331
creativity_formula,1,other,unknown,0.186
creative_writing_study,1,other,unknown,0.348
creative_projects,1,other,unknown,0.333
creative_framework,1,other,unknown,0.306
creamer_flavors,1,other,unknown,0.220
cream_mask_recommendations,1,recommended,speech,0.265
crafting_binge_duration,1,other,unknown,0.210
craft_supplies,1,other,unknown,0.328
craft_projects_completed,1,completed,set,0.593
craft_fair_sales,1,other,unknown,0.230
coworker_name,1,knows_person,set,0.423
coworker,1,knows_person,set,0.478
cousins,1,other,unknown,0.344
coursework,1,studies,single,0.459
courses_developed,1,studies,single,0.479
course_work,1,completed,set,0.401
course_timeline,1,completed,set,0.384
course_recommendations,1,recommended,speech,0.410
course_outline,1,studies,single,0.440
course_interest,1,studies,single,0.426
course_instructor,1,studies,single,0.387
course_goal,1,current_goal,single,0.539
course_enrollment,1,studies,single,0.390
course_details,1,studies,single,0.423
course_design,1,studies,single,0.456
coupons_received,1,other,unknown,0.228
couple,1,relationship_status,single,0.387
council_definition,1,other,unknown,0.197
council_acronym,1,other,unknown,0.224
cottage_food_law,1,dietary_rule,single,0.393
costa_rica_birdwatching_guides,1,other,unknown,0.243
cosmos_varieties,1,other,unknown,0.154
corporate_goals,1,current_goal,single,0.581
corporate_evaluation_recommendation,1,recommended,speech,0.397
copenhagen_carbon_neutrality_target,1,other,unknown,0.153
cooking_recommendations,1,recommended,speech,0.550
cooking_projects,1,cooked,set,0.566
cooking_preferences,1,cooked,set,0.541
cooking_interests,1,cooked,set,0.526
cooking_interest,1,cooked,set,0.495
cooking_habits,1,cooked,set,0.535
cooking_guide,1,cooked,set,0.558
cooking_goals,1,current_goal,single,0.533
cooking_goal,1,current_goal,single,0.511
cooking_classes_taken,1,cooked,set,0.475
cooking_activity,1,cooked,set,0.621
cooking_achievements,1,cooked,set,0.483
cooking_achievement,1,cooked,set,0.530
cookbook_recommendations,1,recommended,speech,0.437
content_moderation,1,other,unknown,0.222
content_management_goal,1,current_goal,single,0.382
content_calendar_tool,1,other,unknown,0.331
content_calendar_template,1,other,unknown,0.313
content_calendar_strategy,1,planned_event,event,0.456
content_calendar_metrics,1,other,unknown,0.302
contact_info,1,other,unknown,0.255
construction_project,1,other,unknown,0.320
construction_plans,1,planned_event,event,0.357
console_upgrade_interest,1,other,unknown,0.242
conservation_habits,1,grows,set,0.405
conservation_charities,1,other,unknown,0.278
connected_devices,1,other,unknown,0.227
conflict_management_strategies,1,other,unknown,0.316
conferences_attended,1,attended,set,0.710
conference_theme,1,attended,set,0.386
conductor_roles,1,other,unknown,0.217
conductor_responsibilities,1,other,unknown,0.246
conductor_preparation,1,other,unknown,0.130
conductor_performance_techniques,1,other,unknown,0.092
conductor_management_skills,1,other,unknown,0.287
conductor_collaborations,1,other,unknown,0.156
conditioning_instructions,1,other,unknown,0.229
concert_seating,1,attended,set,0.366
concert_recommendation,1,recommended,speech,0.362
concert_plans,1,planned_event,event,0.457
concert_openers,1,other,unknown,0.281
concert_interest,1,listened_to,set,0.386
concert_history,1,event_occurred,event,0.366
concert_goals,1,current_goal,single,0.456
concert_companion,1,attended,set,0.350
concert_attended,1,attended,set,0.562
computer_upgrades,1,other,unknown,0.203
computer_mouse,1,other,unknown,0.226
computer_hardware,1,other,unknown,0.186
compressed_air_recommendation,1,recommended,speech,0.290
completed_projects,1,completed,set,0.682
completed_courses,1,completed,set,0.612
company_social_metrics,1,team_size,single,0.406
company_projects,1,works_at,single,0.420
company_news,1,other,unknown,0.302
company_leadership_positions,1,works_at,single,0.420
company_events,1,planned_event,event,0.507
commute_walking_time,1,other,unknown,0.331
commute_transport,1,drives,single,0.358
commute_strategy,1,other,unknown,0.275
commute_schedule,1,routine,single,0.301
commute_playlist,1,other,unknown,0.278
commute_plan,1,planned_event,event,0.253
commute_monthly_cost,1,other,unknown,0.167
commute_habits,1,routine,single,0.420
commute_experiment,1,other,unknown,0.270
commute_experience,1,other,unknown,0.279
commute_departure_time,1,other,unknown,0.262
commute_costs,1,other,unknown,0.209
commute_cost,1,other,unknown,0.180
commute_bus,1,other,unknown,0.321
commute_bag_budget,1,financial_activity,set,0.187
commute_bag,1,other,unknown,0.254
commute_activity_recommendation,1,recommended,speech,0.310
commute,1,drives,single,0.355
community_project,1,other,unknown,0.278
community_page_platforms,1,other,unknown,0.174
community_involvement,1,other,unknown,0.317
community_goals,1,current_goal,single,0.555
community_garden_plans,1,planned_event,event,0.501
community_garden_crops,1,grows,set,0.533
communication_tools,1,uses_tool,single,0.491
communication_preference,1,prefers,single,0.477
communication_habits,1,other,unknown,0.306
communication_frequency,1,other,unknown,0.197
commission_plans,1,planned_event,event,0.310
comic_books,1,other,unknown,0.348
comedy_experience,1,other,unknown,0.286
comedy_content,1,other,unknown,0.292
college_recommendation,1,recommended,speech,0.384
collection_tracking_tool,1,other,unknown,0.343
collection_progress,1,completed,set,0.359
collectible_manufacturer,1,owns,set,0.459
colleague_events,1,event_occurred,event,0.529
collaborations,1,other,unknown,0.314
collaboration_target,1,current_goal,single,0.431
collaboration_plans,1,planned_event,event,0.415
collaboration_incentives,1,other,unknown,0.341
cold_brew_method,1,other,unknown,0.156
coin_display_case,1,other,unknown,0.156
coin_display_brands,1,other,unknown,0.225
coin_collection_size,1,other,unknown,0.271
coin_collecting_publication,1,other,unknown,0.305
coin_auction_house,1,other,unknown,0.261
coilover_recommendations,1,recommended,speech,0.269
coilover_recommendation,1,recommended,speech,0.286
cognitive_health_recommendations,1,recommended,speech,0.360
coffee_table_search,1,other,unknown,0.252
coffee_table_retailers,1,other,unknown,0.332
coffee_table_items,1,other,unknown,0.311
coffee_table_ideal_width,1,other,unknown,0.208
coffee_table_ideal_length,1,other,unknown,0.215
coffee_table_ideal_height,1,other,unknown,0.180
coffee_table_features,1,other,unknown,0.209
coffee_subscription_services,1,used_service,set,0.502
coffee_subscription,1,other,unknown,0.335
coffee_shops_visited,1,visited,set,0.406
coffee_shop_search,1,other,unknown,0.262
coffee_shop_recommendations,1,recommended,speech,0.332
coffee_recommendation,1,recommended,speech,0.359
coffee_preferences,1,prefers,single,0.366
coffee_pods,1,other,unknown,0.214
coffee_mug_sources,1,other,unknown,0.173
coffee_mug_brands,1,other,unknown,0.207
coffee_mug_brand,1,other,unknown,0.229
coffee_mug,1,other,unknown,0.187
coffee_method,1,other,unknown,0.225
coffee_maker_recommendations,1,recommended,speech,0.298
coffee_limit,1,other,unknown,0.231
coffee_habits,1,routine,single,0.433
coffee_grinder_recommendations,1,recommended,speech,0.266
coffee_filters,1,other,unknown,0.192
coffee_creamer,1,other,unknown,0.235
coffee_consumption_goal,1,current_goal,single,0.341
coffee_brewing_ratio,1,other,unknown,0.220
coffee_brewing_method,1,other,unknown,0.144
coffee_blend_duration,1,other,unknown,0.104
coding_project,1,other,unknown,0.242
coding_progress_tools,1,uses_tool,single,0.373
coding_practice_platforms,1,other,unknown,0.319
coding_methodology,1,other,unknown,0.166
coconut_milk_brands,1,other,unknown,0.145
cocktail_serving,1,other,unknown,0.292
cocktail_recommendations,1,recommended,speech,0.329
cocktail_recipes,1,other,unknown,0.339
cocktail_preference,1,prefers,single,0.375
cocktail_interest,1,other,unknown,0.267
cocktail_experiments,1,other,unknown,0.221
coaching_niche,1,other,unknown,0.297
cloud_storage_recommendations,1,recommended,speech,0.259
cloud_backup_recommendations,1,recommended,speech,0.303
clothing_worn,1,other,unknown,0.332
clothing_usage,1,owns,set,0.359
clothing_styles,1,other,unknown,0.313
clothing_style_preference,1,prefers,single,0.422
clothing_style,1,other,unknown,0.321
clothing_retailers,1,other,unknown,0.295
clothing_rental_recommendations,1,recommended,speech,0.253
clothing_maintenance,1,other,unknown,0.277
clothing_item,1,owns,set,0.420
clothing_inventory_composition,1,owns,set,0.405
clothing_inventory,1,owns,set,0.440
clothing_details,1,owns,set,0.434
clothing_alterations,1,other,unknown,0.208
closing_timeline,1,event_occurred,event,0.361
closing_cost_credit,1,other,unknown,0.172
closet_status,1,other,unknown,0.338
closet_policy,1,other,unknown,0.281
closet_organization_date,1,other,unknown,0.292
closet_inventory,1,owns,set,0.392
closet_goal,1,current_goal,single,0.488
client_software_testing,1,other,unknown,0.289
client_company_structure,1,works_at,single,0.361
cleaning_station,1,other,unknown,0.208
cleaning_schedule,1,routine,single,0.348
cleaning_routine_tools,1,uses_tool,single,0.430
cleaning_routine_duration,1,routine,single,0.360
cleaning_product_recommendation,1,recommended,speech,0.391
cleaning_plans,1,planned_event,event,0.287
cleaning_instructions,1,other,unknown,0.205
cleaning_app_search,1,other,unknown,0.159
cleaning_activity,1,practises_hobby,set,0.367
clay_mask_recommendations,1,recommended,speech,0.231
class_schedule,1,routine,single,0.370
class_enrollment,1,attended,set,0.388
city_infrastructure,1,other,unknown,0.300
city_guide_recommendations,1,recommended,speech,0.409
citizenship_status,1,other,unknown,0.349
cinematography_example,1,watched,set,0.372
ci_cd_tool,1,other,unknown,0.315
church_activities,1,practises_hobby,set,0.357
christina_hyde_employment,1,other,unknown,0.322
chores,1,other,unknown,0.325
children_origin,1,other,unknown,0.181
children_ages,1,other,unknown,0.160
childcare_history,1,event_occurred,event,0.278
child_interests,1,other,unknown,0.307
child_gender_identity,1,other,unknown,0.313
chicken_parmesan_ratio,1,other,unknown,0.212
chicken_parmesan_ingredients,1,other,unknown,0.216
chicken_feed_cost,1,other,unknown,0.198
chicken_coop_status,1,other,unknown,0.223
chicago_restaurants,1,ate_at,set,0.448
chicago_restaurant_recommendation,1,recommended,speech,0.389
chicago_neapolitan_recommendation,1,recommended,speech,0.299
chicago_italian_restaurant_recommendations,1,recommended,speech,0.356
chicago_deep_dish_recommendation,1,recommended,speech,0.314
chicago_attractions,1,other,unknown,0.305
chicago_accommodations,1,other,unknown,0.294
chia_seed_pudding_recipe,1,other,unknown,0.204
chess_title,1,other,unknown,0.255
cheryl_status,1,other,unknown,0.328
chemistry_problem_solution,1,other,unknown,0.124
chemistry_problem,1,other,unknown,0.103
charity_walks_participated,1,other,unknown,0.341
charity_walks,1,other,unknown,0.253
charity_plans,1,planned_event,event,0.353
charity_involvement,1,other,unknown,0.321
charity_gala_win,1,other,unknown,0.271
charity_funds_raised,1,other,unknown,0.307
charity_events_completed,1,attended,set,0.396
charity_events_attended,1,attended,set,0.536
charity_event_preferences,1,other,unknown,0.347
charity_event_planning,1,planned_event,event,0.517
charity_event_attendance,1,attended,set,0.512
charity_donations_raised,1,other,unknown,0.233
charging_pad,1,other,unknown,0.171
charging_accessories,1,other,unknown,0.238
character_background,1,other,unknown,0.172
character_alias,1,other,unknown,0.212
challenge_participation,1,other,unknown,0.317
chakra_status,1,other,unknown,0.325
certifications_registered,1,other,unknown,0.199
certifications_achieved,1,other,unknown,0.305
ceo_name,1,other,unknown,0.279
ceo_crave_asia,1,other,unknown,0.210
cause_interests,1,financial_activity,set,0.371
causal_inference_code,1,other,unknown,0.257
causal_graph_code,1,other,unknown,0.235
cat_toy,1,owns_pet,single,0.427
cashback_rewards,1,other,unknown,0.195
cashback_apps,1,other,unknown,0.258
cashback_activity,1,other,unknown,0.331
carpool_arrangement,1,drives,single,0.359
caregiving_tasks,1,other,unknown,0.286
caregiving_coordination_app,1,other,unknown,0.283
career_values,1,works_as,single,0.434
career_transition_recommendation,1,recommended,speech,0.325
career_start,1,works_as,single,0.360
career_milestones,1,milestone,event,0.718
career_goal,1,current_goal,single,0.614
career_events,1,planned_event,event,0.528
career_duration,1,other,unknown,0.318
career_development,1,studies,single,0.440
cardio_recommendations,1,recommended,speech,0.278
card_game_name,1,other,unknown,0.162
carbon_footprint_reduction_methods,1,other,unknown,0.193
car_repair_plans,1,planned_event,event,0.262
car_registration,1,drives,single,0.408
car_purchase_intent,1,drives,single,0.375
car_parts_purchased,1,drives,single,0.355
car_ownership_duration,1,drives,single,0.541
car_model,1,drives,single,0.408
car_maintenance_tracking,1,other,unknown,0.268
car_loan,1,other,unknown,0.285
car_license_plate,1,drives,single,0.374
car_insurance_provider,1,other,unknown,0.344
car_insurance_premium,1,other,unknown,0.256
car_horsepower,1,other,unknown,0.330
car_fuel_efficiency,1,other,unknown,0.245
car_fuel,1,other,unknown,0.229
car_description,1,drives,single,0.499
car_damage,1,drives,single,0.371
car_charger,1,other,unknown,0.251
car_budget,1,financial_activity,set,0.352
car_accessory,1,drives,single,0.374
capture_card_recommendations,1,recommended,speech,0.333
candle_scent,1,other,unknown,0.166
candle_recommendations,1,recommended,speech,0.256
canan_arin_role,1,other,unknown,0.192
camping_trip,1,other,unknown,0.344
camping_history,1,event_occurred,event,0.298
camping_gear,1,owns,set,0.324
camping_essentials,1,other,unknown,0.241
campers,1,other,unknown,0.176
cameras_owned,1,owns,set,0.471
camera_wishlist,1,other,unknown,0.233
camera_upgrade_goal,1,current_goal,single,0.292
camera_strap_brands,1,other,unknown,0.255
camera_purchase_location,1,other,unknown,0.284
camera_purchase_details,1,other,unknown,0.330
camera_preference,1,prefers,single,0.359
camera_ownership,1,owns,set,0.548
camera_interest,1,watched,set,0.378
camera_gear_owned,1,owns,set,0.584
camera_gear_interest,1,practises_hobby,set,0.380
camera_body_upgrade_consideration,1,other,unknown,0.142
camera_bag_consideration,1,other,unknown,0.257
camera_backpack,1,other,unknown,0.231
camera,1,other,unknown,0.310
cambridge_undergraduate_programs,1,other,unknown,0.307
cambridge_postgraduate_programs,1,studies,single,0.355
caffeine_limit,1,other,unknown,0.243
caffeine_intake,1,other,unknown,0.231
cable_management_budget,1,financial_activity,set,0.254
business_type,1,other,unknown,0.338
business_trip,1,visited,set,0.458
business_tools,1,uses_tool,single,0.644
business_tool,1,uses_tool,single,0.637
business_task,1,current_goal,single,0.420
business_tagline,1,other,unknown,0.246
business_start_date,1,other,unknown,0.286
business_resources,1,other,unknown,0.284
business_product,1,other,unknown,0.312
business_plan_status,1,other,unknown,0.341
business_plan_resources,1,other,unknown,0.246
business_orders,1,ate_at,set,0.361
business_model,1,other,unknown,0.290
business_milestones,1,milestone,event,0.704
business_metrics,1,other,unknown,0.263
business_meetings,1,attended,set,0.401
business_location_interest,1,lives_in,single,0.357
business_interests,1,financial_activity,set,0.386
business_idea,1,other,unknown,0.289
business_goals,1,current_goal,single,0.639
business_goal,1,current_goal,single,0.631
business_duration,1,other,unknown,0.259
business_discussions,1,other,unknown,0.252
business_discounts,1,other,unknown,0.247
business_description,1,explained,speech,0.364
business_deals,1,other,unknown,0.292
business_contacts,1,other,unknown,0.299
business_card_content,1,other,unknown,0.331
business_advertising,1,other,unknown,0.272
bus_departure_time,1,other,unknown,0.206
bundle_offer,1,other,unknown,0.167
building_project,1,other,unknown,0.344
budgeting_advice,1,recommended,speech,0.575
budgeting,1,financial_activity,set,0.626
budget_plan,1,planned_event,event,0.527
brunch_chains,1,other,unknown,0.164
brother_milestone,1,milestone,event,0.629
bronchitis_treatment,1,other,unknown,0.267
brno_recommendations,1,recommended,speech,0.241
breeding_plans,1,planned_event,event,0.297
breakfast_treat_recommendations,1,recommended,speech,0.339
breakfast_recommendations,1,recommended,speech,0.337
breakfast_prep_ideas,1,other,unknown,0.345
breakfast_prep_duration,1,routine,single,0.369
breakfast_preference,1,routine,single,0.444
breakfast_plan,1,planned_event,event,0.433
breakfast_options_overnight,1,routine,single,0.453
breakfast_options_morning,1,routine,single,0.513
breakfast_habit,1,routine,single,0.601
breakfast_bowl_ingredients,1,other,unknown,0.311
branded_hashtag_usage_count,1,other,unknown,0.232
branded_hashtag_experiment,1,other,unknown,0.215
branded_hashtag,1,other,unknown,0.311
brand_searching_device_usage,1,used_service,set,0.427
brand_description,1,other,unknown,0.331
boxing_status,1,other,unknown,0.326
bot_platform_interest,1,other,unknown,0.241
boston_park_recommendation,1,recommended,speech,0.331
boston_dining_recommendations,1,recommended,speech,0.386
boston_common_t_stops,1,other,unknown,0.133
bookshelf_recommendations,1,recommended,speech,0.382
books_purchased,1,read,set,0.461
books_listening,1,read,set,0.544
booked_dining,1,ate_at,set,0.544
booked_airline,1,other,unknown,0.259
book_tracking_app,1,read,set,0.370
book_title_correction,1,read,set,0.382
book_title_belief,1,read,set,0.378
book_title,1,read,set,0.426
book_search_interest,1,read,set,0.448
book_request,1,read,set,0.416
book_release,1,read,set,0.437
book_recommendation_request,1,recommended,speech,0.407
book_project,1,read,set,0.417
book_preferences,1,read,set,0.534
book_interests,1,read,set,0.453
book_event_attendance,1,attended,set,0.551
book_discovery_tools,1,read,set,0.402
book_concepts,1,read,set,0.441
book_communities,1,read,set,0.443
book_club_recommendations,1,recommended,speech,0.383
book_club_plans,1,planned_event,event,0.368
book_chapter,1,read,set,0.412
book_appraiser,1,other,unknown,0.320
bonding_activity,1,other,unknown,0.192
bolognese_recipe_additions,1,other,unknown,0.303
body_wash_recommendations,1,recommended,speech,0.300
body_modifications,1,other,unknown,0.226
body_metrics,1,other,unknown,0.220
boat_rental,1,other,unknown,0.279
board_games_planned,1,other,unknown,0.339
board_game_recommendations,1,recommended,speech,0.258
board_game_count,1,other,unknown,0.318
board_game_collection,1,owns,set,0.294
bmw_strategy,1,other,unknown,0.288
bmw_model_info,1,other,unknown,0.225
blue_light_filter_apps,1,other,unknown,0.162
blood_sugar_monitoring_frequency,1,other,unknown,0.164
blood_sugar_monitoring,1,other,unknown,0.201
blood_pressure_tracking_method,1,other,unknown,0.191
